Date,Open,High,Low,Close,Adj Close,Volume
2019-07-23,159.490005,159.899994,155.350006,157.639999,146.722565,894500
2019-07-24,157.639999,159.220001,157.070007,158.500000,147.523041,865500
2019-07-25,156.899994,158.210007,149.940002,150.029999,139.639633,1703200
2019-07-26,150.100006,152.830002,149.500000,152.619995,142.050262,881500
2019-07-29,152.289993,153.419998,150.940002,153.039993,142.441147,782500
2019-07-30,152.520004,154.660004,150.910004,151.800003,141.287048,872900
2019-07-31,151.649994,152.479996,149.710007,150.639999,140.207352,1057100
2019-08-01,150.520004,153.520004,149.720001,149.949997,139.565155,1460300
2019-08-02,149.600006,150.039993,145.710007,145.779999,135.683960,1212700
2019-08-05,142.949997,143.399994,139.960007,143.160004,133.245407,1604800
2019-08-06,143.089996,146.110001,141.630005,145.639999,135.553635,1594000
2019-08-07,144.410004,145.309998,142.210007,144.039993,134.064438,1524000
2019-08-08,144.899994,146.619995,144.089996,144.429993,134.427444,1291600
2019-08-09,144.539993,146.940002,143.210007,144.330002,134.334335,1332600
2019-08-12,143.399994,145.350006,140.809998,142.160004,132.314636,1681100
2019-08-13,130.800003,144.059998,130.089996,142.229996,132.379822,5903800
2019-08-14,138.240005,140.460007,135.440002,136.490005,127.037300,2424500
2019-08-15,137.210007,138.270004,135.460007,137.500000,127.977371,1960500
2019-08-16,137.729996,139.690002,136.429993,136.589996,127.130424,1277800
2019-08-19,138.000000,138.259995,135.220001,136.350006,126.906990,1287800
2019-08-20,136.440002,137.850006,135.300003,135.380005,126.004211,997300
2019-08-21,136.559998,136.750000,134.699997,136.229996,126.795326,1344700
2019-08-22,136.649994,138.550003,136.080002,137.500000,127.977371,1306700
2019-08-23,136.570007,138.190002,134.449997,135.050003,125.697067,1088000
2019-08-26,135.619995,135.699997,132.889999,135.000000,125.650513,901000
2019-08-27,135.820007,137.130005,134.869995,134.889999,125.548141,746800
2019-08-28,134.300003,137.559998,133.300003,136.759995,127.288628,1800700
2019-08-29,138.039993,140.740005,137.779999,138.070007,128.507889,1203800
2019-08-30,138.699997,139.820007,137.449997,137.949997,128.396225,721300
2019-09-03,137.190002,140.429993,136.770004,140.360001,130.639343,1002500
2019-09-04,141.570007,142.309998,138.509995,141.889999,132.063324,1235200
2019-09-05,143.080002,147.119995,143.070007,146.550003,136.400635,770600
2019-09-06,146.889999,147.669998,146.320007,147.210007,137.014923,818200
2019-09-09,147.399994,147.809998,145.570007,147.429993,137.219650,1039700
2019-09-10,147.369995,155.380005,146.789993,154.699997,143.986206,1403200
2019-09-11,154.960007,158.889999,154.679993,158.860001,147.858093,1180100
2019-09-12,160.000000,160.149994,155.080002,155.199997,144.451553,1163200
2019-09-13,159.100006,159.320007,154.850006,157.000000,146.126892,996700
2019-09-16,156.000000,158.259995,155.699997,156.070007,145.261322,904800
2019-09-17,155.440002,157.000000,153.740005,156.070007,145.261322,841000
2019-09-18,155.910004,156.369995,152.570007,153.789993,143.139221,667900
2019-09-19,153.729996,154.559998,152.309998,152.800003,142.273285,705700
2019-09-20,152.929993,156.800003,152.690002,155.690002,144.964172,1050500
2019-09-23,156.550003,161.570007,155.779999,161.220001,150.113220,1234200
2019-09-24,162.479996,163.610001,158.720001,159.220001,148.250992,1263100
2019-09-25,159.220001,162.669998,158.880005,162.279999,151.100174,789300
2019-09-26,162.070007,162.070007,158.500000,160.380005,149.331085,727500
2019-09-27,161.130005,162.419998,160.449997,161.679993,150.541489,531900
2019-09-30,161.639999,165.970001,161.460007,165.399994,154.005249,982800
2019-10-01,165.589996,167.639999,163.940002,167.289993,155.765045,1086300
2019-10-02,166.270004,166.869995,161.949997,162.960007,151.733353,975400
2019-10-03,162.600006,162.789993,158.259995,159.860001,148.846893,918100
2019-10-04,159.539993,160.610001,157.199997,159.940002,148.921417,749000
2019-10-07,159.089996,160.369995,157.100006,158.270004,147.366455,1206600
2019-10-08,156.600006,156.889999,153.250000,154.330002,143.697891,913200
2019-10-09,154.610001,155.380005,153.250000,154.410004,143.772369,641600
2019-10-10,154.600006,156.419998,153.820007,155.949997,145.206268,731400
2019-10-11,157.509995,160.000000,157.399994,158.559998,147.636444,691600
2019-10-14,158.139999,159.229996,157.089996,157.320007,146.481918,430100
2019-10-15,158.740005,161.240005,157.149994,159.729996,148.725861,620300
2019-10-16,159.210007,164.339996,159.199997,162.750000,151.537796,870600
2019-10-17,162.500000,164.710007,161.250000,163.750000,152.468903,730800
2019-10-18,163.520004,164.740005,160.720001,163.500000,152.236176,642900
2019-10-21,164.529999,166.350006,163.990005,166.029999,154.591873,663300
2019-10-22,166.399994,167.250000,164.130005,165.979996,154.545288,575300
2019-10-23,165.250000,166.679993,163.259995,165.119995,153.744522,701000
2019-10-24,168.440002,170.550003,166.300003,166.809998,155.318085,1070100
2019-10-25,166.500000,169.690002,165.339996,165.559998,154.154221,643100
2019-10-28,165.960007,167.970001,165.229996,166.410004,154.945679,978800
2019-10-29,166.270004,166.919998,163.990005,164.350006,153.027603,657500
2019-10-30,163.990005,165.550003,162.800003,163.970001,152.673752,721600
2019-10-31,163.839996,164.169998,161.059998,162.479996,151.286423,826600
2019-11-01,163.009995,166.330002,162.460007,164.820007,153.465210,677800
2019-11-04,165.839996,167.369995,164.589996,166.610001,155.131897,708700
2019-11-05,167.669998,170.869995,166.509995,168.139999,156.556488,1222500
2019-11-06,168.139999,169.949997,166.429993,169.699997,158.009018,866300
2019-11-07,170.449997,171.360001,168.830002,169.279999,157.617966,669100
2019-11-08,170.360001,170.699997,165.800003,167.399994,155.867447,1243000
2019-11-11,166.720001,171.429993,165.949997,168.820007,157.189667,1805500
2019-11-12,157.949997,160.410004,154.309998,156.139999,145.383209,4357300
2019-11-13,155.309998,158.880005,153.759995,158.580002,147.655106,1370900
2019-11-14,157.949997,157.970001,155.020004,156.830002,146.025650,882000
2019-11-15,157.789993,162.690002,157.440002,162.660004,151.454010,1084500
2019-11-18,162.850006,164.059998,160.949997,163.669998,152.394424,862900
2019-11-19,163.220001,163.619995,161.220001,161.979996,150.820847,714500
2019-11-20,161.789993,161.960007,159.720001,161.740005,150.597397,724000
2019-11-21,162.149994,163.179993,158.199997,158.330002,147.422333,635900
2019-11-22,158.300003,159.100006,156.820007,157.869995,146.994003,971600
2019-11-25,158.360001,160.500000,157.589996,159.149994,148.185806,647500
2019-11-26,159.479996,159.479996,156.910004,157.089996,146.267761,1004400
2019-11-27,157.610001,160.610001,157.330002,158.779999,147.841309,809700
2019-11-29,158.460007,159.009995,156.679993,157.080002,146.258408,487100
2019-12-02,157.490005,159.570007,156.490005,156.550003,145.764969,893600
2019-12-03,155.250000,155.250000,151.880005,152.610001,142.096375,1047200
2019-12-04,152.619995,153.929993,152.000000,152.330002,141.835663,2822700
2019-12-05,152.889999,153.479996,151.820007,152.289993,141.798416,1603000
2019-12-06,153.289993,155.449997,151.929993,154.619995,143.967911,1803900
2019-12-09,154.240005,154.440002,150.500000,151.570007,141.128052,1900000
2019-12-10,153.179993,157.339996,152.440002,156.169998,145.411118,1510600
2019-12-11,155.860001,157.449997,153.770004,155.899994,145.159668,944900
2019-12-12,155.589996,157.839996,155.449997,156.119995,145.364548,710300
2019-12-13,156.220001,156.509995,154.220001,155.210007,144.517288,768600
2019-12-16,155.470001,155.619995,153.399994,153.500000,142.925079,659200
2019-12-17,154.509995,158.860001,153.669998,157.979996,147.096451,941700
2019-12-18,158.130005,158.800003,156.509995,158.029999,147.142944,564900
2019-12-19,157.470001,158.449997,156.229996,156.479996,145.755096,734700
2019-12-20,157.770004,158.699997,156.089996,158.119995,147.282715,1269200
2019-12-23,158.220001,160.199997,156.899994,159.970001,149.005905,683600
2019-12-24,160.119995,162.059998,159.830002,160.570007,149.564789,324200
2019-12-26,160.529999,161.070007,158.440002,159.270004,148.353882,482300
2019-12-27,159.470001,159.750000,158.000000,158.350006,147.496964,487200
2019-12-30,158.350006,160.259995,157.429993,159.119995,148.214157,563400
2019-12-31,159.160004,160.309998,158.500000,160.160004,149.182877,609600
2020-01-02,160.470001,160.949997,157.529999,159.410004,148.484283,944900
2020-01-03,158.029999,159.630005,157.250000,159.419998,148.493607,567000
2020-01-06,157.740005,158.889999,156.429993,156.800003,146.053162,880200
2020-01-07,156.899994,157.399994,152.410004,154.940002,144.320663,1129500
2020-01-08,154.850006,156.050003,153.139999,153.160004,142.662659,825700
2020-01-09,153.779999,153.979996,150.250000,152.869995,142.392502,1177400
2020-01-10,153.179993,153.500000,148.610001,149.009995,138.797073,1416100
2020-01-13,145.330002,147.000000,142.759995,145.259995,135.304108,2138700
2020-01-14,145.589996,149.080002,144.339996,148.899994,138.694641,1568400
2020-01-15,149.580002,151.490005,147.820007,150.210007,139.914825,1208800
2020-01-16,150.740005,152.000000,150.100006,151.940002,141.526276,677000
2020-01-17,151.779999,152.080002,150.360001,151.050003,140.697235,817400
2020-01-21,150.619995,150.619995,147.860001,149.000000,138.787750,797300
2020-01-22,148.869995,149.979996,146.809998,147.649994,137.530304,1204300
2020-01-23,146.070007,150.130005,145.970001,149.729996,139.467743,1312600
2020-01-24,150.000000,150.000000,141.210007,141.679993,131.969452,1277100
2020-01-27,139.889999,141.660004,139.059998,139.059998,129.529037,937300
2020-01-28,139.779999,140.240005,137.369995,138.580002,129.081940,924000
2020-01-29,139.050003,140.429993,138.100006,138.550003,129.054001,913400
2020-01-30,136.949997,137.479996,133.429993,135.270004,125.998817,1018300
2020-01-31,134.339996,134.589996,131.500000,131.750000,122.720047,1280700
2020-02-03,132.779999,134.410004,132.339996,132.649994,123.558372,1014200
2020-02-04,134.089996,134.630005,131.539993,131.559998,122.543083,822300
2020-02-05,132.710007,137.639999,132.250000,137.020004,127.628868,1199400
2020-02-06,137.130005,137.339996,133.970001,134.369995,125.160469,873000
2020-02-07,134.000000,134.380005,131.130005,132.929993,123.819145,895500
2020-02-10,132.169998,132.289993,129.940002,130.679993,121.723404,780800
2020-02-11,130.960007,132.839996,130.789993,132.110001,123.055397,558100
2020-02-12,132.889999,134.789993,132.539993,134.320007,125.113922,595100
2020-02-13,133.779999,136.169998,133.169998,134.669998,125.439896,949700
2020-02-14,134.750000,134.750000,131.559998,133.589996,124.433960,1122500
2020-02-18,145.389999,150.660004,140.759995,141.809998,132.090561,2881700
2020-02-19,141.509995,142.419998,137.740005,140.119995,130.516388,1015600
2020-02-20,140.149994,142.860001,139.539993,142.479996,132.714630,671600
2020-02-21,141.619995,142.130005,139.869995,140.610001,130.972809,791800
2020-02-24,137.419998,140.839996,136.559998,139.910004,130.320786,1199400
2020-02-25,140.779999,140.779999,136.139999,137.600006,128.169144,1565700
2020-02-26,138.949997,138.949997,134.080002,134.539993,125.318855,1164800
2020-02-27,133.160004,138.110001,129.630005,134.130005,124.936935,997000
2020-02-28,131.289993,132.979996,127.849998,132.979996,123.865746,1909200
2020-03-02,133.449997,133.449997,128.039993,132.990005,123.875069,1403000
2020-03-03,131.520004,135.660004,128.919998,130.330002,121.397385,1241000
2020-03-04,131.220001,133.029999,128.070007,132.899994,123.791267,861300
2020-03-05,129.190002,129.770004,126.000000,126.919998,118.221092,1157100
2020-03-06,123.809998,128.479996,121.510002,127.910004,119.143250,1207800
2020-03-09,119.930000,132.190002,119.440002,130.360001,121.425339,1736700
2020-03-10,133.740005,137.350006,129.940002,135.199997,125.933617,1322500
2020-03-11,132.470001,132.800003,123.410004,125.620003,117.010208,2077500
2020-03-12,118.400002,120.330002,109.019997,109.169998,101.687668,1721300
2020-03-13,114.080002,115.309998,105.150002,113.690002,105.897865,1251600
2020-03-16,102.830002,107.489998,93.879997,95.250000,88.721718,1416100
2020-03-17,97.150002,101.919998,92.639999,100.250000,93.379028,1475700
2020-03-18,92.629997,94.459999,78.559998,88.739998,82.657906,1649400
2020-03-19,86.480003,89.419998,81.620003,85.970001,80.303986,1185000
2020-03-20,86.489998,89.000000,73.739998,75.029999,70.085007,1548500
2020-03-23,74.970001,79.940002,71.330002,78.500000,73.326294,1476000
2020-03-24,82.709999,87.610001,81.419998,86.379997,80.686966,1668300
2020-03-25,87.330002,96.610001,85.070000,90.370003,84.414001,1173700
2020-03-26,91.419998,97.650002,90.580002,97.120003,90.719124,1713800
2020-03-27,93.099998,100.209999,91.400002,95.599998,89.299286,761500
2020-03-30,94.410004,97.870003,89.860001,96.500000,90.139984,1046400
2020-03-31,95.559998,97.379997,92.900002,93.320000,87.169563,1268600
2020-04-01,89.629997,92.699997,87.120003,89.169998,83.293083,1163400
2020-04-02,87.709999,89.889999,81.940002,88.410004,82.583176,3036900
2020-04-03,86.139999,86.910004,82.730003,84.650002,79.070992,1148400
2020-04-06,89.440002,98.300003,88.529999,95.809998,89.495461,1378300
2020-04-07,102.230003,103.720001,97.480003,99.440002,92.886223,1255800
2020-04-08,101.830002,103.949997,98.959999,102.519997,95.763222,680900
2020-04-09,104.620003,108.809998,103.339996,106.860001,99.817200,1137200
2020-04-13,109.019997,110.050003,103.599998,110.000000,102.750229,1175500
2020-04-14,111.239998,116.330002,111.139999,115.389999,107.784988,922500
2020-04-15,110.949997,112.949997,108.889999,111.989998,104.609085,835100
2020-04-16,112.839996,118.220001,110.959999,117.529999,109.783981,1139500
2020-04-17,121.500000,123.400002,115.639999,118.860001,111.026314,949600
2020-04-20,116.830002,117.980003,115.080002,115.400002,107.794350,941400
2020-04-21,115.470001,117.199997,112.970001,113.510002,106.028900,777900
2020-04-22,115.070000,116.339996,112.410004,113.019997,105.571220,751200
2020-04-23,114.500000,118.379997,112.800003,113.389999,105.916824,895300
2020-04-24,115.150002,118.300003,114.000000,117.589996,109.840019,1011400
2020-04-27,118.489998,121.089996,117.470001,118.949997,111.110382,774400
2020-04-28,121.510002,123.239998,119.940002,120.970001,112.997223,776000
2020-04-29,123.830002,126.790001,123.000000,124.910004,116.677567,938400
2020-04-30,123.330002,123.419998,118.779999,120.910004,112.941208,750000
2020-05-01,118.019997,119.389999,115.970001,116.589996,108.905922,501700
2020-05-04,115.430000,120.410004,115.000000,120.110001,112.193924,460300
2020-05-05,121.889999,123.589996,121.000000,121.190002,113.202744,440100
2020-05-06,121.809998,122.940002,119.570000,121.160004,113.174728,683800
2020-05-07,122.500000,124.910004,118.940002,119.610001,111.726875,904500
2020-05-08,121.900002,125.709999,121.129997,124.849998,116.621513,911500
2020-05-11,124.110001,126.389999,123.000000,125.940002,117.639671,851200
2020-05-12,126.699997,126.940002,124.010002,124.500000,116.294594,1010600
2020-05-13,123.760002,125.050003,118.680000,119.239998,111.381256,1178700
2020-05-14,117.779999,121.260002,116.760002,121.129997,113.146690,1385500
2020-05-15,119.910004,127.029999,118.730003,126.059998,117.751785,1307700
2020-05-18,130.610001,132.889999,128.160004,131.110001,122.468956,1806600
2020-05-19,140.339996,141.800003,135.250000,135.820007,126.868515,3755600
2020-05-20,138.229996,140.160004,135.039993,135.720001,126.775116,1216300
2020-05-21,135.570007,136.020004,130.070007,134.789993,125.906395,1512800
2020-05-22,133.289993,134.210007,131.389999,133.479996,124.682755,682600
2020-05-26,137.619995,138.669998,134.589996,135.580002,126.644348,813400
2020-05-27,137.500000,141.779999,136.309998,141.710007,132.370316,815200
2020-05-28,142.389999,142.479996,138.000000,138.440002,129.315842,1069900
2020-05-29,137.699997,140.809998,136.500000,139.320007,130.137848,1324300
2020-06-01,139.559998,140.630005,138.490005,139.789993,130.576889,841000
2020-06-02,141.210007,141.350006,138.929993,139.490005,130.296631,540300
2020-06-03,139.759995,144.630005,139.759995,142.320007,132.940125,519300
2020-06-04,141.080002,142.690002,140.589996,142.199997,132.828049,498400
2020-06-05,145.070007,149.160004,144.559998,146.100006,136.470978,929300
2020-06-08,146.279999,149.240005,145.080002,146.350006,136.704514,920500
2020-06-09,145.220001,145.710007,142.330002,144.210007,134.705582,717100
2020-06-10,144.320007,144.320007,140.369995,140.380005,131.128021,864900
2020-06-11,136.710007,138.830002,131.600006,133.130005,124.355827,943000
2020-06-12,137.050003,137.289993,131.309998,135.729996,126.784462,682700
2020-06-15,131.160004,139.389999,130.330002,137.850006,128.764725,1074000
2020-06-16,143.039993,144.009995,138.240005,142.660004,133.257706,1018900
2020-06-17,144.110001,150.029999,142.740005,148.639999,138.843613,1382700
2020-06-18,147.399994,148.839996,145.619995,147.710007,138.207367,588200
2020-06-19,150.470001,150.570007,144.779999,144.899994,135.578125,1042900
2020-06-22,145.110001,152.270004,144.529999,151.600006,141.847092,1790600
2020-06-23,152.509995,153.470001,149.779999,149.970001,140.321945,1210300
2020-06-24,148.559998,148.809998,142.759995,143.000000,133.800354,1073200
2020-06-25,141.850006,143.490005,140.070007,142.910004,133.716141,920600
2020-06-26,142.970001,143.869995,139.589996,139.990005,130.984009,1079400
2020-06-29,141.490005,143.660004,138.759995,142.750000,133.566437,676500
2020-06-30,142.429993,143.360001,140.429993,142.449997,133.285721,746100
2020-07-01,142.360001,143.669998,139.669998,141.949997,132.817917,709500
2020-07-02,144.240005,145.610001,140.300003,141.839996,132.714996,467000
2020-07-06,144.149994,144.309998,138.250000,138.960007,130.020248,841300
2020-07-07,137.919998,138.960007,136.470001,136.679993,127.886925,799000
2020-07-08,136.289993,136.960007,132.929993,136.449997,127.671753,1361200
2020-07-09,135.679993,136.809998,132.320007,133.750000,125.145424,543000
2020-07-10,133.309998,134.779999,131.899994,134.449997,125.800400,614900
2020-07-13,135.220001,139.500000,134.050003,135.130005,126.436668,1064000
2020-07-14,134.970001,139.580002,133.539993,138.580002,129.664703,1069800
2020-07-15,140.800003,143.970001,140.220001,143.679993,134.436615,912000
2020-07-16,143.470001,147.559998,142.979996,145.350006,135.999191,941400
2020-07-17,146.199997,146.220001,143.029999,144.860001,135.540665,386500
2020-07-20,145.199997,145.660004,142.970001,144.899994,135.578125,417700
2020-07-21,145.380005,148.080002,145.029999,147.380005,137.898560,756100
2020-07-22,146.899994,150.070007,146.899994,149.399994,139.788620,493800
2020-07-23,150.000000,150.889999,146.979996,148.369995,138.824890,762500
2020-07-24,148.229996,149.770004,147.080002,147.270004,137.795654,755800
2020-07-27,147.389999,147.880005,146.000000,146.830002,137.383957,771300
2020-07-28,147.059998,148.059998,145.949997,146.190002,136.785126,808500
2020-07-29,146.610001,148.809998,146.130005,148.210007,138.675186,1249400
2020-07-30,154.110001,154.770004,148.729996,152.869995,143.035370,1350800
2020-07-31,152.660004,153.350006,147.550003,150.139999,140.481018,829000
2020-08-03,151.539993,153.089996,149.710007,152.550003,142.735977,498300
2020-08-04,152.169998,152.940002,150.350006,152.789993,142.960526,400000
2020-08-05,153.229996,154.139999,151.139999,151.720001,141.959381,845300
2020-08-06,150.949997,152.789993,150.600006,151.830002,142.062286,396400
2020-08-07,150.910004,153.210007,150.779999,151.970001,142.193268,1424500
2020-08-10,152.500000,154.220001,151.949997,153.320007,143.456436,595500
2020-08-11,155.000000,155.440002,151.789993,151.940002,142.165222,764800
2020-08-12,153.580002,156.000000,153.449997,154.279999,144.354675,681500
2020-08-13,154.470001,156.869995,153.800003,155.990005,145.954666,686300
2020-08-14,155.110001,159.309998,155.110001,158.660004,148.452896,1130300
2020-08-17,160.080002,161.479996,158.979996,161.000000,150.642365,2043400
2020-08-18,170.500000,170.500000,159.720001,162.850006,152.373352,2563500
2020-08-19,163.169998,163.839996,158.929993,160.809998,150.464600,1289500
2020-08-20,159.300003,160.020004,157.059998,157.440002,147.311356,1080200
2020-08-21,157.050003,158.320007,155.570007,156.110001,146.066940,697100
2020-08-24,156.979996,157.970001,154.520004,157.139999,147.030670,636500
2020-08-25,157.259995,157.259995,153.960007,156.059998,146.020172,525200
2020-08-26,155.770004,157.580002,155.449997,156.479996,146.413147,575600
2020-08-27,156.949997,156.949997,154.539993,154.720001,144.766388,473200
2020-08-28,155.380005,155.589996,153.130005,154.770004,144.813156,611600
2020-08-31,154.770004,158.740005,151.509995,156.309998,146.254074,1242100
2020-09-01,155.779999,157.779999,154.429993,156.389999,146.328934,634800
2020-09-02,156.440002,159.559998,155.539993,158.100006,147.928925,635600
2020-09-03,158.000000,158.550003,154.309998,155.179993,145.196762,591100
2020-09-04,155.889999,156.009995,150.759995,153.750000,143.858765,589100
2020-09-08,152.649994,154.690002,150.839996,151.729996,141.968735,1198000
2020-09-09,152.619995,155.679993,152.619995,154.350006,144.420197,715900
2020-09-10,154.649994,155.720001,153.100006,153.559998,143.681000,418700
2020-09-11,154.470001,155.320007,153.080002,154.589996,144.644714,493900
2020-09-14,156.899994,158.919998,156.130005,157.309998,147.189743,785900
2020-09-15,157.910004,158.410004,156.509995,156.880005,146.787415,496800
2020-09-16,157.029999,157.110001,154.300003,154.639999,144.691498,512800
2020-09-17,152.559998,154.949997,152.000000,154.759995,145.038269,630700
2020-09-18,154.380005,155.970001,152.539993,153.880005,144.213562,717100
2020-09-21,151.009995,151.750000,147.610001,148.429993,139.105896,854800
2020-09-22,148.990005,152.460007,146.419998,150.110001,140.680389,1244900
2020-09-23,150.570007,150.940002,146.300003,146.449997,137.250275,618900
2020-09-24,144.520004,148.839996,142.460007,146.710007,137.493942,1115900
2020-09-25,146.330002,150.399994,146.259995,149.410004,140.024368,778600
2020-09-28,150.880005,154.169998,150.009995,153.389999,143.754349,726400
2020-09-29,153.889999,153.889999,151.660004,151.710007,142.179886,610400
2020-09-30,151.479996,154.869995,151.449997,153.500000,143.857437,546700
2020-10-01,153.559998,156.259995,153.199997,154.850006,145.122635,649700
2020-10-02,152.240005,156.350006,151.660004,155.500000,145.731796,487300
2020-10-05,155.740005,158.160004,154.919998,155.860001,146.069168,556700
2020-10-06,160.259995,160.779999,155.059998,155.160004,145.413162,837200
2020-10-07,155.619995,158.500000,155.279999,156.809998,146.959488,1065700
2020-10-08,157.800003,158.500000,155.119995,157.660004,147.756104,404400
2020-10-09,158.580002,158.580002,155.070007,155.320007,145.563095,840400
2020-10-12,155.509995,156.389999,153.630005,156.250000,146.434677,720400
2020-10-13,155.610001,158.080002,155.220001,157.380005,147.493698,753400
2020-10-14,158.160004,159.179993,154.789993,156.580002,146.743927,581800
2020-10-15,154.979996,157.910004,154.080002,157.520004,147.624924,697300
2020-10-16,157.520004,157.610001,154.830002,154.990005,145.253830,477200
2020-10-19,156.110001,157.350006,152.770004,153.250000,143.623108,603800
2020-10-20,154.679993,154.979996,152.690002,153.020004,143.407593,614400
2020-10-21,155.990005,157.699997,153.880005,154.380005,144.682144,884500
2020-10-22,153.839996,154.070007,150.820007,152.929993,143.323242,621800
2020-10-23,153.419998,155.169998,151.779999,154.720001,145.000793,543600
2020-10-26,152.710007,152.960007,149.350006,151.210007,141.711288,619000
2020-10-27,150.470001,151.910004,150.000000,150.410004,140.961517,775600
2020-10-28,147.419998,150.070007,146.149994,146.380005,137.184692,687900
2020-10-29,145.729996,147.520004,144.229996,146.000000,136.828568,719900
2020-10-30,144.869995,147.410004,144.600006,147.279999,138.028152,822000
2020-11-02,149.490005,152.470001,148.759995,151.380005,141.870590,1010900
2020-11-03,153.479996,158.119995,152.679993,157.429993,147.540543,847600
2020-11-04,158.369995,159.550003,154.860001,155.529999,145.759903,791900
2020-11-05,157.779999,158.839996,155.279999,156.429993,146.603333,544200
2020-11-06,156.050003,157.539993,154.320007,156.380005,146.556503,725600
2020-11-09,161.589996,164.080002,156.330002,156.630005,146.790802,1877600
2020-11-10,153.250000,158.860001,150.699997,155.419998,145.656830,1716600
2020-11-11,156.779999,158.800003,153.210007,156.520004,146.687714,1132700
2020-11-12,156.720001,156.720001,151.500000,153.059998,143.445068,1091700
2020-11-13,152.990005,154.839996,152.130005,154.000000,144.326019,1073800
2020-11-16,155.500000,156.059998,150.320007,151.059998,141.570679,1306200
2020-11-17,149.919998,150.699997,147.649994,149.300003,139.921265,1073200
2020-11-18,148.929993,151.830002,147.979996,148.100006,138.796646,881600
2020-11-19,147.539993,147.539993,144.070007,146.080002,136.903564,1706700
2020-11-20,145.910004,147.089996,143.880005,144.330002,135.263458,1334400
2020-11-23,142.990005,146.860001,142.589996,145.559998,136.416199,1087700
2020-11-24,147.130005,150.440002,146.190002,149.830002,140.417969,1109400
2020-11-25,150.440002,150.610001,147.300003,149.399994,140.014969,795200
2020-11-27,150.240005,150.649994,148.309998,149.929993,140.511673,460500
2020-11-30,149.330002,150.309998,147.369995,147.699997,138.421799,1521500
2020-12-01,149.070007,153.179993,147.570007,152.610001,143.023331,1258300
2020-12-02,151.179993,151.449997,147.500000,148.449997,139.124649,1279900
2020-12-03,148.639999,151.059998,148.309998,150.139999,140.708496,646200
2020-12-04,149.960007,152.820007,149.960007,152.470001,142.892136,607700
2020-12-07,151.610001,153.720001,151.000000,153.679993,144.026123,985900
2020-12-08,152.690002,153.059998,148.960007,152.779999,143.182663,1135300
2020-12-09,152.990005,158.419998,152.509995,157.949997,148.027878,1275300
2020-12-10,156.250000,158.619995,154.559998,158.220001,148.280914,841400
2020-12-11,158.020004,160.899994,156.429993,157.660004,147.756104,906900
2020-12-14,158.610001,161.330002,157.300003,157.559998,147.662369,961800
2020-12-15,157.899994,159.940002,156.110001,159.839996,149.799149,1050400
2020-12-16,159.949997,161.929993,158.309998,161.320007,151.186203,1242600
2020-12-17,162.050003,163.699997,160.000000,160.339996,150.500992,1347800
2020-12-18,159.970001,161.039993,158.759995,159.990005,150.172470,1478300
2020-12-21,158.440002,160.580002,156.690002,160.490005,150.641785,1075200
2020-12-22,160.419998,161.179993,158.679993,159.399994,149.618652,780400
2020-12-23,158.679993,160.460007,158.410004,159.289993,149.515396,606500
2020-12-24,159.860001,160.979996,158.929993,160.679993,150.820129,308000
2020-12-28,161.309998,162.639999,158.270004,158.800003,149.055496,863300
2020-12-29,159.130005,159.419998,156.190002,156.690002,147.074966,704300
2020-12-30,156.639999,159.699997,156.639999,157.660004,147.985443,599600
2020-12-31,157.070007,157.669998,155.520004,157.509995,147.844620,621000
2021-01-04,157.899994,159.570007,155.960007,157.339996,147.685059,849100
2021-01-05,156.229996,158.139999,155.339996,157.169998,147.525513,619500
2021-01-06,157.210007,166.789993,157.210007,166.250000,156.048309,1584000
2021-01-07,165.960007,168.800003,164.600006,167.669998,157.381180,993200
2021-01-08,168.309998,171.070007,168.100006,170.059998,159.624527,864500
2021-01-11,167.949997,173.850006,167.350006,171.020004,160.525620,1186300
2021-01-12,170.839996,177.919998,170.699997,176.669998,165.828918,1101000
2021-01-13,176.020004,176.110001,171.250000,171.759995,161.220215,880800
2021-01-14,172.910004,172.910004,167.750000,168.830002,158.470001,879800
2021-01-15,167.399994,168.000000,164.940002,165.250000,155.109695,907100
2021-01-19,165.110001,167.119995,163.190002,165.929993,155.747925,951300
2021-01-20,166.039993,166.479996,164.210007,165.179993,155.043976,497300
2021-01-21,165.020004,167.779999,165.020004,166.679993,156.451935,472100
2021-01-22,165.589996,166.449997,163.149994,163.759995,153.711121,660100
2021-01-25,163.679993,164.669998,156.389999,159.660004,149.862717,1847100
2021-01-26,160.009995,160.110001,156.559998,157.630005,147.957291,824700
2021-01-27,152.649994,154.449997,143.149994,147.929993,138.852493,3368300
2021-01-28,149.619995,154.669998,148.500000,153.339996,143.930511,1634500
2021-01-29,153.000000,154.550003,148.279999,149.139999,139.988266,1292800
2021-02-01,151.130005,155.500000,150.029999,150.970001,141.705963,1671700
2021-02-02,151.869995,156.580002,151.080002,154.080002,144.625122,1569200
2021-02-03,155.110001,156.330002,152.139999,155.279999,145.751480,1226900
2021-02-04,156.529999,159.539993,155.509995,158.479996,148.755112,852700
2021-02-05,159.979996,160.250000,156.500000,157.279999,147.628754,877900
2021-02-08,158.380005,160.020004,157.559998,158.440002,148.717575,957800
2021-02-09,158.000000,162.139999,157.399994,160.669998,150.810730,709300
2021-02-10,161.770004,163.500000,158.399994,161.860001,151.927719,974200
2021-02-11,161.000000,161.779999,154.070007,154.460007,144.981796,1538400
